epoch,lr-AdamW,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
7,,2799,,,0.6484375,0.8685265779495239,,
7,,2807,,,,,0.6341999769210815,1.0455670356750488
,0.0003,2808,,,,,,
8,,2849,,,0.6875,0.9170165657997131,,
8,,2899,,,0.6328125,1.0196603536605835,,
8,,2949,,,0.640625,0.9141268730163574,,
8,,2999,,,0.6015625,1.079108476638794,,
8,,3049,,,0.6328125,1.07648766040802,,
8,,3099,,,0.6015625,1.1323312520980835,,
8,,3149,,,0.65625,0.9534838795661926,,
8,,3158,,,,,0.6381999850273132,1.0296143293380737
,0.0003,3159,,,,,,
9,,3199,,,0.6484375,1.0929756164550781,,
9,,3249,,,0.6015625,1.1130138635635376,,
9,,3299,,,0.65625,0.9512866139411926,,
9,,3349,,,0.59375,1.1470988988876343,,
9,,3399,,,0.6015625,1.114585041999817,,
9,,3449,,,0.671875,0.8656375408172607,,
9,,3499,,,0.6328125,1.0341013669967651,,
9,,3509,,,,,0.6597999930381775,0.969215452671051
,0.0003,3510,,,,,,
10,,3549,,,0.59375,0.9963355660438538,,
10,,3599,,,0.578125,1.1336034536361694,,
10,,3649,,,0.6328125,0.947069525718689,,
10,,3699,,,0.625,1.0801172256469727,,
10,,3749,,,0.65625,0.9962360262870789,,
10,,3799,,,0.6875,0.8652823567390442,,
10,,3849,,,0.6953125,0.8948588967323303,,
10,,3860,,,,,0.6618000268936157,0.9668059349060059
,0.0003,3861,,,,,,
11,,3899,,,0.6015625,1.026496171951294,,
11,,3949,,,0.578125,1.0807281732559204,,
11,,3999,,,0.6171875,1.011354923248291,,
11,,4049,,,0.609375,1.0639097690582275,,
11,,4099,,,0.65625,0.9907505512237549,,
11,,4149,,,0.65625,0.8990447521209717,,
11,,4199,,,0.6875,0.9263379573822021,,
11,,4211,,,,,0.6618000268936157,0.9484254121780396
,0.0003,4212,,,,,,
12,,4249,,,0.625,0.913865864276886,,
12,,4299,,,0.6953125,0.8917846083641052,,
12,,4349,,,0.625,1.1594347953796387,,
12,,4399,,,0.75,0.8014593720436096,,
12,,4449,,,0.6640625,1.0269527435302734,,
12,,4499,,,0.71875,0.8822933435440063,,
12,,4549,,,0.6484375,0.9135980010032654,,
12,,4562,,,,,0.6773999929428101,0.9260147213935852
,0.0003,4563,,,,,,
13,,4599,,,0.75,0.736222505569458,,
13,,4649,,,0.734375,0.7887036800384521,,
13,,4699,,,0.7109375,0.7096839547157288,,
13,,4749,,,0.6484375,0.919840395450592,,
13,,4799,,,0.7109375,0.8613872528076172,,
13,,4849,,,0.640625,1.0042474269866943,,
13,,4899,,,0.7109375,0.7349966764450073,,
13,,4913,,,,,0.6830000281333923,0.8906620144844055
,0.0003,4914,,,,,,
14,,4949,,,0.71875,0.8959161639213562,,
14,,4999,,,0.75,0.7611485123634338,,
14,,5049,,,0.7109375,0.8460808992385864,,
14,,5099,,,0.6875,0.8649717569351196,,
14,,5149,,,0.7109375,0.8616058230400085,,
14,,5199,,,0.6328125,0.9614553451538086,,
14,,5249,,,0.6953125,0.916240394115448,,
14,,5264,,,,,0.6790000200271606,0.8978410959243774
,0.0003,5265,,,,,,
15,,5299,,,0.703125,0.8388345241546631,,
15,,5349,,,0.734375,0.8459851741790771,,
15,,5399,,,0.609375,1.0669498443603516,,
15,,5449,,,0.71875,0.9043079614639282,,
15,,5499,,,0.7578125,0.823242723941803,,
15,,5549,,,0.6953125,0.867048978805542,,
15,,5599,,,0.71875,0.7412270903587341,,
15,,5615,,,,,0.6801999807357788,0.9097387790679932
,0.0003,5616,,,,,,
16,,5649,,,0.71875,0.8582760691642761,,
16,,5699,,,0.7578125,0.6499972939491272,,
16,,5749,,,0.6875,0.9180697202682495,,
16,,5799,,,0.671875,0.9225924611091614,,
16,,5849,,,0.71875,0.86332106590271,,
16,,5899,,,0.734375,0.7803159952163696,,
16,,5949,,,0.734375,0.8617312908172607,,
16,,5966,,,,,0.6988000273704529,0.8703862428665161
,0.0003,5967,,,,,,
17,,5999,,,0.7578125,0.7437822222709656,,
17,,6049,,,0.7265625,0.7563120126724243,,
17,,6099,,,0.6640625,0.992244303226471,,
17,,6149,,,0.71875,0.8109014630317688,,
17,,6199,,,0.703125,0.7018991708755493,,
17,,6249,,,0.734375,0.7264255285263062,,
17,,6299,,,0.671875,0.8740901947021484,,
17,,6317,,,,,0.6944000124931335,0.866366982460022
,0.0003,6318,,,,,,
18,,6349,,,0.671875,0.8078396916389465,,
18,,6399,,,0.734375,0.7642328143119812,,
18,,6449,,,0.734375,0.7892866134643555,,
18,,6499,,,0.71875,0.7027708292007446,,
18,,6549,,,0.703125,0.8804666996002197,,
18,,6599,,,0.625,1.028152346611023,,
18,,6649,,,0.75,0.826200008392334,,
18,,6668,,,,,0.6955999732017517,0.857719361782074
,0.0003,6669,,,,,,
19,,6699,,,0.6875,0.8879967927932739,,
19,,6749,,,0.7578125,0.7681790590286255,,
19,,6799,,,0.6640625,0.9036195278167725,,
19,,6849,,,0.7578125,0.6171354651451111,,
19,,6899,,,0.671875,0.8771388530731201,,
19,,6949,,,0.6953125,0.9189756512641907,,
19,,6999,,,0.7421875,0.7430354952812195,,
19,,7019,,,,,0.6899999976158142,0.8735061287879944
,0.0003,7020,,,,,,
20,,7049,,,0.7890625,0.701478898525238,,
20,,7099,,,0.7421875,0.7728883624076843,,
20,,7149,,,0.7578125,0.7236905694007874,,
20,,7199,,,0.703125,0.8326688408851624,,
20,,7249,,,0.7421875,0.7759714126586914,,
20,,7299,,,0.7265625,0.7677400708198547,,
20,,7349,,,0.7109375,0.7350256443023682,,
20,,7370,,,,,0.7124000191688538,0.8289639353752136
,0.0003,7371,,,,,,
21,,7399,,,0.703125,0.8050864338874817,,
21,,7449,,,0.71875,0.7257413864135742,,
21,,7499,,,0.7265625,0.6802471876144409,,
21,,7549,,,0.6796875,0.9230897426605225,,
21,,7599,,,0.71875,0.8500995635986328,,
21,,7649,,,0.640625,0.9662230014801025,,
21,,7699,,,0.75,0.6641490459442139,,
21,,7721,,,,,0.6991999745368958,0.859950602054596
,0.0003,7722,,,,,,
22,,7749,,,0.8515625,0.5213702917098999,,
22,,7799,,,0.734375,0.5952503085136414,,
22,,7849,,,0.6640625,0.8252949714660645,,
22,,7899,,,0.7265625,0.8011383414268494,,
22,,7949,,,0.65625,0.8861545324325562,,
22,,7999,,,0.7734375,0.6693348288536072,,
22,,8049,,,0.7421875,0.6970224380493164,,
22,,8072,,,,,0.7142000198364258,0.8016828298568726
,0.0003,8073,,,,,,
23,,8099,,,0.7265625,0.7211589813232422,,
23,,8149,,,0.7578125,0.7206524014472961,,
23,,8199,,,0.734375,0.7621042728424072,,
23,,8249,,,0.75,0.6410135626792908,,
23,,8299,,,0.796875,0.5449169278144836,,
23,,8349,,,0.765625,0.5689505934715271,,
23,,8399,,,0.7265625,0.7313522100448608,,
23,,8423,,,,,0.7128000259399414,0.8430099487304688
,0.0003,8424,,,,,,
24,,8449,,,0.8125,0.5060120224952698,,
24,,8499,,,0.7578125,0.7964319586753845,,
24,,8549,,,0.7421875,0.6989710330963135,,
24,,8599,,,0.7578125,0.6578840017318726,,
24,,8649,,,0.7421875,0.6542555689811707,,
24,,8699,,,0.734375,0.777681291103363,,
24,,8749,,,0.765625,0.7231391072273254,,
24,,8774,,,,,0.7166000008583069,0.8145204782485962
,0.0003,8775,,,,,,
25,,8799,,,0.78125,0.6380034685134888,,
25,,8849,,,0.8046875,0.5970414280891418,,
25,,8899,,,0.7109375,0.7719033360481262,,
25,,8949,,,0.75,0.6209779977798462,,
25,,8999,,,0.7421875,0.7940807342529297,,
25,,9049,,,0.84375,0.527387261390686,,
25,,9099,,,0.8046875,0.6013817191123962,,
25,,9125,,,,,0.7124000191688538,0.8436236381530762
,0.0003,9126,,,,,,
26,,9149,,,0.8046875,0.582541823387146,,
26,,9199,,,0.7109375,0.7844794988632202,,
26,,9249,,,0.7734375,0.627395749092102,,
26,,9299,,,0.734375,0.6882469058036804,,
26,,9349,,,0.7734375,0.6774328947067261,,
26,,9399,,,0.8125,0.603364109992981,,
26,,9449,,,0.796875,0.6537597179412842,,
26,,9476,,,,,0.7268000245094299,0.7957810163497925
,0.0003,9477,,,,,,
27,,9499,,,0.765625,0.7240920066833496,,
27,,9549,,,0.7578125,0.6267938017845154,,
27,,9599,,,0.796875,0.5357151627540588,,
27,,9649,,,0.7734375,0.6382761597633362,,
27,,9699,,,0.765625,0.6978301405906677,,
27,,9749,,,0.8125,0.6043672561645508,,
27,,9799,,,0.8203125,0.617479681968689,,
27,,9827,,,,,0.72079998254776,0.8445830345153809
,0.0003,9828,,,,,,
28,,9849,,,0.828125,0.5608950257301331,,
28,,9899,,,0.7734375,0.7134771347045898,,
28,,9949,,,0.78125,0.53081876039505,,
28,,9999,,,0.796875,0.5414124727249146,,
28,,10049,,,0.8515625,0.44720613956451416,,
28,,10099,,,0.765625,0.6288345456123352,,
28,,10149,,,0.8125,0.5492923855781555,,
28,,10178,,,,,0.7233999967575073,0.797404944896698
,0.0003,10179,,,,,,
29,,10199,,,0.8671875,0.4121845066547394,,
29,,10249,,,0.7265625,0.6247856020927429,,
29,,10299,,,0.7734375,0.573320746421814,,
29,,10349,,,0.8125,0.5667862296104431,,
29,,10399,,,0.7578125,0.6146482229232788,,
29,,10449,,,0.78125,0.6311922669410706,,
29,,10499,,,0.859375,0.4614385962486267,,
29,,10529,,,,,0.7369999885559082,0.7716208696365356
,0.0003,10530,,,,,,
30,,10549,,,0.8125,0.4666594862937927,,
30,,10599,,,0.75,0.600825846195221,,
30,,10649,,,0.7421875,0.6779763102531433,,
30,,10699,,,0.8359375,0.529095470905304,,
30,,10749,,,0.734375,0.7500473260879517,,
30,,10799,,,0.78125,0.6075835824012756,,
30,,10849,,,0.7890625,0.5795858502388,,
30,,10880,,,,,0.7383999824523926,0.754281759262085
,0.0003,10881,,,,,,
31,,10899,,,0.84375,0.42824244499206543,,
31,,10949,,,0.8125,0.5812421441078186,,
31,,10999,,,0.78125,0.5239036679267883,,
31,,11049,,,0.7734375,0.6408229470252991,,
31,,11099,,,0.7578125,0.6762107610702515,,
31,,11149,,,0.8359375,0.5070011615753174,,
31,,11199,,,0.75,0.6947465538978577,,
31,,11231,,,,,0.7268000245094299,0.8070806264877319
,0.0003,11232,,,,,,
32,,11249,,,0.8046875,0.4483949840068817,,
32,,11299,,,0.7890625,0.5287811160087585,,
32,,11349,,,0.7578125,0.6595829129219055,,
32,,11399,,,0.7890625,0.6403198838233948,,
32,,11449,,,0.765625,0.613150954246521,,
32,,11499,,,0.7734375,0.6330030560493469,,
32,,11549,,,0.7890625,0.6515297293663025,,
32,,11582,,,,,0.7307999730110168,0.8097902536392212
,0.0003,11583,,,,,,
33,,11599,,,0.859375,0.4974651336669922,,
33,,11649,,,0.7734375,0.6089718341827393,,
33,,11699,,,0.796875,0.5465786457061768,,
33,,11749,,,0.796875,0.5938185453414917,,
33,,11799,,,0.78125,0.5984711647033691,,
33,,11849,,,0.8125,0.5616627335548401,,
33,,11899,,,0.8046875,0.5570845007896423,,
33,,11933,,,,,0.7400000095367432,0.7789124846458435
,0.0003,11934,,,,,,
34,,11949,,,0.828125,0.4302562177181244,,
34,,11999,,,0.828125,0.4525112509727478,,
34,,12049,,,0.8125,0.5707591772079468,,
34,,12099,,,0.8203125,0.493118017911911,,
34,,12149,,,0.8359375,0.4802495539188385,,
34,,12199,,,0.8515625,0.49343815445899963,,
34,,12249,,,0.828125,0.48818883299827576,,
34,,12284,,,,,0.7394000291824341,0.7652629017829895
,0.0003,12285,,,,,,
35,,12299,,,0.859375,0.40174782276153564,,
35,,12349,,,0.84375,0.4650588035583496,,
35,,12399,,,0.8359375,0.4131712019443512,,
35,,12449,,,0.828125,0.4370032250881195,,
35,,12499,,,0.8046875,0.554604172706604,,
35,,12549,,,0.890625,0.3292723000049591,,
35,,12599,,,0.8125,0.5663073658943176,,
35,,12635,,,,,0.734000027179718,0.795170247554779
,0.0003,12636,,,,,,
36,,12649,,,0.828125,0.5179913640022278,,
36,,12699,,,0.859375,0.44125092029571533,,
36,,12749,,,0.84375,0.43588677048683167,,
36,,12799,,,0.828125,0.46490639448165894,,
36,,12849,,,0.8125,0.543548583984375,,
36,,12899,,,0.8359375,0.5798825621604919,,
36,,12949,,,0.8515625,0.3505594730377197,,
36,,12986,,,,,0.7516000270843506,0.7694142460823059
,0.0003,12987,,,,,,
37,,12999,,,0.859375,0.4142593741416931,,
37,,13049,,,0.8203125,0.5196552276611328,,
37,,13099,,,0.859375,0.4318734109401703,,
37,,13149,,,0.875,0.34475579857826233,,
37,,13199,,,0.8046875,0.5259528756141663,,
37,,13249,,,0.8671875,0.45411935448646545,,
37,,13299,,,0.84375,0.48229557275772095,,
37,,13337,,,,,0.7494000196456909,0.7753116488456726
,0.0003,13338,,,,,,
38,,13349,,,0.828125,0.46277934312820435,,
38,,13399,,,0.875,0.35135790705680847,,
38,,13449,,,0.828125,0.4952589273452759,,
38,,13499,,,0.84375,0.5193453431129456,,
38,,13549,,,0.8125,0.4504885673522949,,
38,,13599,,,0.8359375,0.4919717013835907,,
38,,13649,,,0.828125,0.5007506012916565,,
38,,13688,,,,,0.7422000169754028,0.8070456981658936
,0.0003,13689,,,,,,
39,,13699,,,0.875,0.39088401198387146,,
39,,13749,,,0.828125,0.42570069432258606,,
39,,13799,,,0.859375,0.4922020733356476,,
39,,13849,,,0.84375,0.4708528220653534,,
39,,13899,,,0.8046875,0.5426344871520996,,
39,,13949,,,0.84375,0.42098090052604675,,
39,,13999,,,0.8984375,0.41183581948280334,,
39,,14039,,,,,0.7360000014305115,0.8371326923370361
,0.0003,14040,,,,,,
40,,14049,,,0.8828125,0.3884677588939667,,
40,,14099,,,0.8515625,0.4264514744281769,,
40,,14149,,,0.8515625,0.44520267844200134,,
40,,14199,,,0.796875,0.474406898021698,,
40,,14249,,,0.84375,0.4482043385505676,,
40,,14299,,,0.8828125,0.32747945189476013,,
40,,14349,,,0.84375,0.49730169773101807,,
40,,14390,,,,,0.7450000047683716,0.8144019842147827
,0.0003,14391,,,,,,
41,,14399,,,0.890625,0.2901722192764282,,
41,,14449,,,0.875,0.36456429958343506,,
41,,14499,,,0.8828125,0.33148393034935,,
41,,14549,,,0.875,0.4308182895183563,,
41,,14599,,,0.8671875,0.3235940933227539,,
41,,14649,,,0.828125,0.5187021493911743,,
41,,14699,,,0.796875,0.49442851543426514,,
41,,14741,,,,,0.7480000257492065,0.7804234027862549
,0.0003,14742,,,,,,
42,,14749,,,0.875,0.34348493814468384,,
42,,14799,,,0.8046875,0.5277872085571289,,
42,,14849,,,0.8671875,0.3584751486778259,,
42,,14899,,,0.8984375,0.31703588366508484,,
42,,14949,,,0.796875,0.4801313579082489,,
42,,14999,,,0.8359375,0.5328717231750488,,
42,,15049,,,0.8828125,0.3942601680755615,,
42,,15092,,,,,0.7541999816894531,0.7846929430961609
,0.0003,15093,,,,,,
43,,15099,,,0.8359375,0.40558862686157227,,
43,,15149,,,0.8203125,0.49782371520996094,,
43,,15199,,,0.8515625,0.3610619604587555,,
43,,15249,,,0.8515625,0.4122389256954193,,
43,,15299,,,0.890625,0.3157818019390106,,
43,,15349,,,0.828125,0.4331793785095215,,
43,,15399,,,0.8515625,0.4111045300960541,,
43,,15443,,,,,0.7522000074386597,0.8104479908943176
,0.0003,15444,,,,,,
44,,15449,,,0.8203125,0.4313981533050537,,
44,,15499,,,0.859375,0.3881324529647827,,
44,,15549,,,0.8828125,0.3505474030971527,,
44,,15599,,,0.8671875,0.3725825846195221,,
44,,15649,,,0.8515625,0.4184987545013428,,
44,,15699,,,0.828125,0.5136617422103882,,
44,,15749,,,0.875,0.35982346534729004,,
44,,15794,,,,,0.7465999722480774,0.8307080864906311
,0.0003,15795,,,,,,
45,,15799,,,0.8671875,0.3335297703742981,,
45,,15849,,,0.8515625,0.42594465613365173,,
45,,15899,,,0.8203125,0.4737946093082428,,
45,,15949,,,0.9140625,0.282624214887619,,
45,,15999,,,0.84375,0.4420660734176636,,
45,,16049,,,0.859375,0.3978867828845978,,
45,,16099,,,0.875,0.322356253862381,,
45,,16145,,,,,0.754800021648407,0.807919442653656
,0.0003,16146,,,,,,
46,,16149,,,0.8671875,0.31105107069015503,,
46,,16199,,,0.875,0.3522952198982239,,
46,,16249,,,0.875,0.4291732907295227,,
46,,16299,,,0.8671875,0.3598213195800781,,
46,,16349,,,0.859375,0.3524874448776245,,
46,,16399,,,0.875,0.3446698784828186,,
46,,16449,,,0.8671875,0.40803998708724976,,
46,,16496,,,,,0.7522000074386597,0.8232387900352478
,0.0003,16497,,,,,,
47,,16499,,,0.8671875,0.3816586434841156,,
47,,16549,,,0.8671875,0.3658698499202728,,
47,,16599,,,0.859375,0.35437852144241333,,
47,,16649,,,0.8515625,0.3016195595264435,,
47,,16699,,,0.8515625,0.43062204122543335,,
47,,16749,,,0.859375,0.35908499360084534,,
47,,16799,,,0.859375,0.3654458224773407,,
47,,16847,,,,,0.7537999749183655,0.8061643838882446
,0.0003,16848,,,,,,
48,,16849,,,0.8828125,0.34426364302635193,,
48,,16899,,,0.8984375,0.28472647070884705,,
48,,16949,,,0.8515625,0.35073575377464294,,
48,,16999,,,0.8515625,0.38646969199180603,,
48,,17049,,,0.90625,0.2885650396347046,,
48,,17099,,,0.8515625,0.298210471868515,,
48,,17149,,,0.90625,0.3250857889652252,,
48,,17198,,,,,0.746399998664856,0.8367050886154175
,0.0003,17199,,,,,,
49,,17199,,,0.9140625,0.3146725296974182,,
49,,17249,,,0.9140625,0.2801927328109741,,
49,,17299,,,0.90625,0.2763141691684723,,
49,,17349,,,0.8671875,0.39718911051750183,,
49,,17399,,,0.859375,0.4118615686893463,,
49,,17449,,,0.8515625,0.3964577615261078,,
49,,17499,,,0.8125,0.4281291663646698,,
49,,17549,,,0.828125,0.5282923579216003,,
49,,17549,,,,,0.7483999729156494,0.8509487509727478
,0.0003,17550,,,,,,
50,,17599,,,0.90625,0.2666870653629303,,
50,,17649,,,0.84375,0.45512548089027405,,
50,,17699,,,0.9140625,0.29423585534095764,,
50,,17749,,,0.890625,0.3233238160610199,,
50,,17799,,,0.9140625,0.22787512838840485,,
50,,17849,,,0.84375,0.39439254999160767,,
50,,17899,,,0.8671875,0.3930954933166504,,
50,,17900,,,,,0.7545999884605408,0.8585819602012634
,0.0003,17901,,,,,,
51,,17949,,,0.8671875,0.3681086301803589,,
51,,17999,,,0.8828125,0.3053997755050659,,
51,,18049,,,0.890625,0.2690245509147644,,
51,,18099,,,0.8671875,0.3671119213104248,,
51,,18149,,,0.921875,0.238592728972435,,
51,,18199,,,0.9453125,0.18388056755065918,,
51,,18249,,,0.90625,0.26158228516578674,,
51,,18251,,,,,0.7519999742507935,0.8716608285903931
,0.0003,18252,,,,,,
52,,18299,,,0.890625,0.299602210521698,,
52,,18349,,,0.9140625,0.19452272355556488,,
52,,18399,,,0.90625,0.29911836981773376,,
52,,18449,,,0.890625,0.2312968522310257,,
52,,18499,,,0.9375,0.21227723360061646,,
52,,18549,,,0.859375,0.37463852763175964,,
52,,18599,,,0.9140625,0.21213208138942719,,
52,,18602,,,,,0.753600001335144,0.8894273638725281
,0.0003,18603,,,,,,
53,,18649,,,0.8984375,0.26384076476097107,,
53,,18699,,,0.84375,0.3274179697036743,,
53,,18749,,,0.921875,0.22419045865535736,,
53,,18799,,,0.8515625,0.3428511321544647,,
53,,18849,,,0.90625,0.2786554992198944,,
53,,18899,,,0.875,0.38726335763931274,,
53,,18949,,,0.8984375,0.30398860573768616,,
53,,18953,,,,,0.7509999871253967,0.8911840915679932
,0.0003,18954,,,,,,
54,,18999,,,0.9140625,0.23453859984874725,,
54,,19049,,,0.8828125,0.27281537652015686,,
54,,19099,,,0.859375,0.3730598986148834,,
54,,19149,,,0.8671875,0.34097373485565186,,
54,,19199,,,0.8359375,0.45072266459465027,,
54,,19249,,,0.8828125,0.30795732140541077,,
54,,19299,,,0.8984375,0.2758443355560303,,
54,,19304,,,,,0.7531999945640564,0.8697456121444702
,0.0003,19305,,,,,,
55,,19349,,,0.90625,0.27483752369880676,,
55,,19399,,,0.890625,0.3398197293281555,,
55,,19449,,,0.9140625,0.34082847833633423,,
55,,19499,,,0.8828125,0.278366357088089,,
55,,19549,,,0.9140625,0.22397519648075104,,
55,,19599,,,0.875,0.3311839699745178,,
55,,19649,,,0.8671875,0.32898780703544617,,
55,,19655,,,,,0.7599999904632568,0.8606899380683899
,0.0003,19656,,,,,,
56,,19699,,,0.921875,0.19403383135795593,,
56,,19749,,,0.8984375,0.3316039443016052,,
56,,19799,,,0.90625,0.2834395468235016,,
56,,19849,,,0.8515625,0.4053158462047577,,
56,,19899,,,0.953125,0.1452099084854126,,
56,,19949,,,0.8828125,0.30226051807403564,,
56,,19999,,,0.890625,0.27397212386131287,,
56,,20006,,,,,0.7526000142097473,0.8770530223846436
,0.0003,20007,,,,,,
57,,20049,,,0.8515625,0.34158390760421753,,
57,,20099,,,0.9140625,0.20112623274326324,,
57,,20149,,,0.8984375,0.2843064069747925,,
57,,20199,,,0.90625,0.22554178535938263,,
57,,20249,,,0.9140625,0.2045745551586151,,
57,,20299,,,0.953125,0.17811551690101624,,
57,,20349,,,0.9140625,0.3109210729598999,,
57,,20357,,,,,0.7458000183105469,0.9374658465385437
,0.0003,20358,,,,,,
58,,20399,,,0.890625,0.31166210770606995,,
58,,20449,,,0.90625,0.22263480722904205,,
58,,20499,,,0.8984375,0.2470293939113617,,
58,,20549,,,0.9140625,0.19362042844295502,,
58,,20599,,,0.890625,0.2452894002199173,,
58,,20649,,,0.890625,0.2453821301460266,,
58,,20699,,,0.875,0.3835708796977997,,
58,,20708,,,,,0.746999979019165,0.9073270559310913
,0.0003,20709,,,,,,
59,,20749,,,0.90625,0.18978698551654816,,
59,,20799,,,0.9296875,0.23697318136692047,,
59,,20849,,,0.9140625,0.24144655466079712,,
59,,20899,,,0.8828125,0.2860850393772125,,
59,,20949,,,0.921875,0.287036269903183,,
59,,20999,,,0.9140625,0.28574222326278687,,
59,,21049,,,0.90625,0.3054284453392029,,
59,,21059,,,,,0.75,0.9236997961997986
,0.0003,21060,,,,,,
60,,21099,,,0.921875,0.19166170060634613,,
60,,21149,,,0.953125,0.1931033730506897,,
60,,21199,,,0.828125,0.3850484788417816,,
60,,21249,,,0.8828125,0.3061774969100952,,
60,,21299,,,0.90625,0.25352534651756287,,
60,,21349,,,0.859375,0.31035491824150085,,
60,,21399,,,0.9140625,0.291019469499588,,
60,,21410,,,,,0.7620000243186951,0.8978685736656189
,0.0003,21411,,,,,,
61,,21449,,,0.90625,0.2783481776714325,,
61,,21499,,,0.8984375,0.24451600015163422,,
61,,21549,,,0.890625,0.2349317967891693,,
61,,21599,,,0.9140625,0.1950257122516632,,
61,,21649,,,0.8828125,0.3493393659591675,,
61,,21699,,,0.90625,0.2856941521167755,,
61,,21749,,,0.859375,0.3721212148666382,,
61,,21761,,,,,0.7534000277519226,0.9352747201919556
,0.0003,21762,,,,,,
62,,21799,,,0.875,0.2678603529930115,,
62,,21849,,,0.9140625,0.2702876031398773,,
62,,21899,,,0.9140625,0.2821432948112488,,
62,,21949,,,0.9375,0.16287823021411896,,
62,,21999,,,0.9375,0.18238475918769836,,
62,,22049,,,0.90625,0.3102776110172272,,
62,,22099,,,0.90625,0.2744574546813965,,
62,,22112,,,,,0.748199999332428,0.940595805644989
,0.0003,22113,,,,,,
63,,22149,,,0.9375,0.16682863235473633,,
63,,22199,,,0.9453125,0.16846507787704468,,
63,,22249,,,0.953125,0.1340218037366867,,
63,,22299,,,0.875,0.3134618401527405,,
63,,22349,,,0.9375,0.16662326455116272,,
63,,22399,,,0.8984375,0.28361696004867554,,
63,,22449,,,0.9140625,0.21332913637161255,,
63,,22463,,,,,0.7694000005722046,0.9057880640029907
,0.0003,22464,,,,,,
64,,22499,,,0.8828125,0.2923031151294708,,
64,,22549,,,0.90625,0.2304546982049942,,
64,,22599,,,0.9375,0.17840218544006348,,
64,,22649,,,0.953125,0.14274583756923676,,
64,,22699,,,0.9140625,0.21790342032909393,,
64,,22749,,,0.890625,0.250393271446228,,
64,,22799,,,0.9296875,0.16023288667201996,,
64,,22814,,,,,0.7562000155448914,0.9563202857971191
,0.0003,22815,,,,,,
65,,22849,,,0.953125,0.1667640507221222,,
65,,22899,,,0.9140625,0.23948320746421814,,
65,,22949,,,0.9296875,0.1919979304075241,,
